model,SEN,SPE,PPV,NPV,AUC,ACC,BRIER,SEN_SE,SPE_SE,PPV_SE,NPV_SE,AUC_SE,ACC_SE,BRIER_SE
diagnosis ~ range + iqr + median + (1|study),0.600760929131545,0.5235755226961528,0.5609133956395103,0.5736948013832482,0.562168225913849,0.5615504959277562,0.2519140459040635,0.06832382728202092,0.048187247925761345,0.025763805743384008,0.04909105578311589,0.032284412095613765,0.031905043420711814,0.00478978654677712
diagnosis ~ range + iqr + mean_abs + (1|study),0.7111616222555099,0.4009170781407838,0.5424292150926058,0.6103485302671021,0.5560393501981469,0.5554604694870431,0.24579011571706694,0.07976501635821028,0.04218083905625056,0.02103135969608118,0.05706929331782686,0.02758362044374769,0.027466681842256303,0.005182126865578814
diagnosis ~ range + iqr + coef_var + (1|study),0.7516771110095979,0.44114399536005117,0.5781189447719125,0.636092711617565,0.5964105531848245,0.5972524588652928,0.2408523870037202,0.01675289709120378,0.02396729346137272,0.011113898888628916,0.016899006527387857,0.011220946137914375,0.011122427947763623,0.0026993365468599667
diagnosis ~ range + iqr + se + (1|study),0.6411881531329396,0.5173124406434144,0.5690955407957207,0.6044413599785127,0.5792502968881771,0.5782421906716059,0.24580705342199338,0.07208827729021541,0.021745657814219065,0.01741040995855328,0.05045494996106954,0.02851454594821959,0.028004827675009045,0.007893860197684071
diagnosis ~ range + iqr + Gender + (1|study),0.5618101548149033,0.3956168078387507,0.47891397913322603,0.4907075066125395,0.5396721515987706,0.47825969005645075,0.25908436980905336,0.07616401971642678,0.026782300261794647,0.019458672174484222,0.04819025274162178,0.02100327994940344,0.02670509835174477,0.0032098443339982656
diagnosis ~ range + median + mean_abs + (1|study),0.7167175550108633,0.4407659435505465,0.5658933147560775,0.6170362988517548,0.5787417492807049,0.5790958569052297,0.2446377920408376,0.05654414556901224,0.04678602337123589,0.014422391334097706,0.042849567434663276,0.022226394046840466,0.021150460510529493,0.003971736848659232
diagnosis ~ range + median + coef_var + (1|study),0.757925174007367,0.40142669897006616,0.5629024634262553,0.6251895888992401,0.5796759364887166,0.5805533052559563,0.24686483613873791,0.033008461698721764,0.02841354960546865,0.005896780432574348,0.023168904719597514,0.009155700539428522,0.008261419742732612,0.003082861805061267
diagnosis ~ range + median + se + (1|study),0.5719514056583064,0.5670906632789673,0.5751040760368742,0.571678994421072,0.5818075647478231,0.5688760803814129,0.24805274945893582,0.06308869627463286,0.053640002713953916,0.04186030086579651,0.05216604663308477,0.03700402390089086,0.04271599341605054,0.008990748085210803
diagnosis ~ range + median + Gender + (1|study),0.6153194378980943,0.4662939609356126,0.5419018480957573,0.5415088449641295,0.5408066994168534,0.5403113488146446,0.2503954255911119,0.028391277217646147,0.045566453447589896,0.019879706716230905,0.012611360618250122,0.015695125493371764,0.016055713610365098,0.0022362519593356286
diagnosis ~ range + mean_abs + coef_var + (1|study),0.7933574190817319,0.3861450724437111,0.5686037548797255,0.6506446500501729,0.5897512457627214,0.5911680098443447,0.24322757893615238,0.027515956177688428,0.0323220918827333,0.006626812490165943,0.019434729829476766,0.007520366662528965,0.006191904989535603,0.0027244963980772715
diagnosis ~ range + mean_abs + se + (1|study),0.6874214807897804,0.4676563868742055,0.5629482625349946,0.6217769772623221,0.577538933831993,0.576719895481617,0.24264538423594192,0.07800191447885828,0.03835844588083556,0.02151208037384367,0.054169294171037365,0.028766835393002396,0.028583148175296745,0.01015530127588939
diagnosis ~ range + mean_abs + Gender + (1|study),0.6815523942961741,0.3937680171332911,0.5284824995092468,0.5753210890327886,0.5467060762049115,0.537902560042461,0.25219713841530816,0.07390101796810747,0.030568455680073447,0.014825700657011453,0.05787523311530611,0.020620026576825566,0.024192292410995294,0.004421204810023238
diagnosis ~ range + coef_var + se + (1|study),0.6747589844620138,0.5315397178015965,0.5958193475519508,0.6221481741008075,0.6031493511318051,0.6031166419925729,0.23091263311816632,0.0502604403351621,0.04642436841598757,0.02425176297065528,0.044005373805877476,0.0292365447614381,0.02847527429260924,0.008745011300404426
diagnosis ~ range + coef_var + Gender + (1|study),0.6707807551564613,0.4227842078416163,0.5410211135049775,0.5653824093741036,0.5467824814990387,0.5479989408818332,0.2484657541125394,0.04733856014307383,0.03504308960901444,0.0119983038781696,0.02304155960268217,0.012728946325144715,0.013423611427934431,0.0022097937470693823
diagnosis ~ range + se + Gender + (1|study),0.6007292359413993,0.4383247278448529,0.5163004717409406,0.5335237123846496,0.5334105279676146,0.5183465358452845,0.2558903966203995,0.07267104453531975,0.03986221635139794,0.014474769849834207,0.0375012438359687,0.017528322819798547,0.02173140981734417,0.008632227285879649
diagnosis ~ iqr + median + mean_abs + (1|study),0.7064010004212979,0.4426209789394324,0.5643631580722404,0.6065420028001127,0.5745109896803652,0.5745609985844934,0.24347675290356638,0.05466586334660035,0.05362902535261101,0.015647414470948275,0.03864134286940099,0.020676061634202134,0.01978713213663803,0.0037075616236756496
diagnosis ~ iqr + median + coef_var + (1|study),0.7549527633758075,0.4314439356214549,0.5745353373071429,0.6364658652158652,0.59319834949863115,0.5941734874892975,0.24238458659742995,0.023548769940320614,0.01917540526769023,0.0052302850242243884,0.021567834054862227,0.00866606734506147,0.007605872897839686,0.003123449662562812
diagnosis ~ iqr + median + se + (1|study),0.5303774763362894,0.547323917112677,0.5428368353255947,0.5397147093484927,0.5853131370946194,0.5388403084733061,0.24855546974335593,0.06651080599505753,0.05367398553920612,0.03866946153473648,0.045399894084063405,0.01484937737992093,0.0410713958556007,0.007167920045506239
diagnosis ~ iqr + median + Gender + (1|study),0.5989695097689479,0.44765048341220764,0.5243107125454396,0.5240238228736968,0.5356431550681671,0.522866439581987,0.2511170889666888,0.03593716161445937,0.034971953661529734,0.018277855428950582,0.017368748111880623,0.01001408060612721,0.017114739415378413,0.002815833285057344
diagnosis ~ iqr + mean_abs + coef_var + (1|study),0.7428026747579555,0.43487919063602265,0.5716791742653061,0.6293218839357543,0.5888409326969891,0.5895386245095585,0.2394209223382748,0.032157744104180604,0.020665625489427145,0.004699349536777787,0.02326774439707784,0.008258214514708788,0.007395654521381115,0.00433723490160651
diagnosis ~ iqr + mean_abs + se + (1|study),0.7168708858879702,0.4613444074594648,0.5732719680403753,0.6335510618997507,0.5891076466737175,0.5888288180769615,0.2421385052999818,0.0611234300391931,0.03435520753074265,0.011423847134616916,0.04485994361040995,0.01906894365480055,0.01850644995714521,0.007727444056659637
diagnosis ~ iqr + mean_abs + Gender + (1|study),0.6638655310856575,0.3891376671933237,0.5198940075757632,0.5542882680162934,0.5371444854249717,0.5266286036619761,0.25166395599708996,0.07378817869925257,0.03240582139395884,0.016513952414929,0.05284616325048488,0.0223370988203069,0.02543834285689757,0.005097229048941871
diagnosis ~ iqr + coef_var + se + (1|study),0.7117669909396721,0.501286504170728,0.5957152341245456,0.6330611230710493,0.6065267475552,0.6069968512745088,0.2303277500371782,0.04162615377248152,0.05513688147460456,0.022555100979260233,0.03600308873189586,0.025898024015988886,0.02499976247864754,0.0077282120431606295
diagnosis ~ iqr + coef_var + Gender + (1|study),0.6470039417995397,0.45942972043612407,0.5419092283889337,0.5808428908311927,0.5637337651641776,0.5533327163355147,0.24299323309356816,0.07701374521456598,0.024446116631415073,0.022473952700908927,0.04405371123781743,0.023328832131142216,0.02954780476643975,0.0035439114708042336
diagnosis ~ iqr + se + Gender + (1|study),0.5691771897003135,0.4596186800842883,0.510265814916839,0.5297963929586101,0.552122719616237,0.5131185577698296,0.2519113085049682,0.08248053098801435,0.041917131903360674,0.02331725590517905,0.04848547684714372,0.019831515178722794,0.03168036217210894,0.007334987423894226
diagnosis ~ median + mean_abs + coef_var + (1|study),0.7463679240904968,0.4347235207823313,0.5732238413787701,0.6347859196017196,0.590545722436414,0.5911950386547873,0.24371228689849522,0.0424791778065712,0.036069197828126294,0.012458206869457308,0.036762266186355474,0.01962553563168822,0.01852743383193868,0.003509245979987346
diagnosis ~ median + mean_abs + se + (1|study),0.6528260660776027,0.46964397684961684,0.5558315572914024,0.5821527733249806,0.5795004390163427,0.560752834708321,0.24278281945392632,0.06921933026148247,0.05911178162498689,0.02765752568604934,0.047756244761561185,0.021467467037325202,0.03273408409261218,0.006666355212470033
diagnosis ~ median + mean_abs + Gender + (1|study),0.7165799471440516,0.4447726285090007,0.5695266048156767,0.6071380442642579,0.5806762878265261,0.5811587021190006,0.24363404348694412,0.030739398308141947,0.04408907685555699,0.014888343283903442,0.012228352041035832,0.011384298109875225,0.012419639056887585,0.0026819515316570857
diagnosis ~ median + coef_var + se + (1|study),0.6855095284368069,0.49214803941372526,0.5770628620297031,0.618427156056707,0.5888287839252662,0.5886932647618134,0.23220310425037693,0.05680900657785787,0.03416636710767451,0.017497997704878965,0.048756884020148356,0.026527275283543213,0.025566288170073777,0.009142565442210872
diagnosis ~ median + coef_var + Gender + (1|study),0.6638366929560914,0.43862712705388174,0.5469194421624284,0.5619006691767683,0.5512319100049866,0.5517956517966119,0.24683423756690168,0.030365709623048128,0.03751354907162943,0.01596156839016755,0.014135554236514625,0.013704615018685957,0.014788430051125966,0.002491842526758291
diagnosis ~ median + se + Gender + (1|study),0.560959266053713,0.46013224732159813,0.5113258309719567,0.5125919104438379,0.5105457566876556,0.5093589908607902,0.25098144687299095,0.05420226283205261,0.03688208873787424,0.014303902013966191,0.02328955410802702,0.016896548107867615,0.016852170926301,0.002750050823400366
diagnosis ~ mean_abs + coef_var + se + (1|study),0.7045387644589146,0.4860700782680793,0.5840737825215246,0.6247691543429249,0.5953044213634969,0.5955091742978686,0.23078859225777368,0.053060006130240193,0.05267949764038163,0.022674785337389633,0.044313806862823706,0.028767845665755732,0.02787045364809371,0.008615818089555203
diagnosis ~ mean_abs + coef_var + Gender + (1|study),0.6818650335182094,0.43015297983621537,0.5447709271152386,0.5859823748776619,0.5560090066772123,0.5561652134729048,0.24906537813521173,0.06405724787544241,0.02366213473215379,0.01605982748494727,0.04596373735983097,0.025586792106656965,0.024942772008121044,0.0038984151302133715
diagnosis ~ mean_abs + se + Gender + (1|study),0.6528066758781883,0.418658430807127,0.5294637700430654,0.563161325505035,0.5357325533426577,0.5350232730956481,0.24888992478355593,0.07666427688584616,0.0464799889493707,0.012579071026419473,0.04804416038173205,0.022892512481574093,0.022242343712483986,0.008517694447454548
diagnosis ~ coef_var + se + Gender + (1|study),0.6777678399923166,0.523460584079983,0.5910138814225271,0.6247923794587847,0.6006142120361497,0.6000888701856374,0.22991034328768048,0.05523694713760713,0.03800342769147314,0.011775508040266688,0.03691421578123984,0.018653577881854337,0.018047536048396526,0.007562162766850521
diagnosis ~ mean + sd + range + iqr + (1|study),0.5761465439037697,0.5928181047120775,0.5936050980447533,0.5814775113824208,0.5844823243079236,0.5841886773510284,0.24938151251679605,0.05612436761284212,0.054227919584934434,0.03870438251773814,0.04531717973815163,0.03906969646367887,0.03916221405583897,0.007466895569627737
diagnosis ~ mean + sd + range + median + (1|study),0.5962623221589827,0.562303724175149,0.5817362375969277,0.5886588309596065,0.5792830231670658,0.5782607636442928,0.24828273955087954,0.06361208980760362,0.046994016416904275,0.018973220365062046,0.03925612184717767,0.02164408809017196,0.02138296328680414,0.006401444320868706
diagnosis ~ mean + sd + range + mean_abs + (1|study),0.6428275884402935,0.5180690039175035,0.5758253669684928,0.6021693121693121,0.5804482961788986,0.5796414150659733,0.2437013595821044,0.06606223428696625,0.050285753076507914,0.02864342808334811,0.05460155959221071,0.03321808186050615,0.03264918228593699,0.007400810534899335
diagnosis ~ mean + sd + range + coef_var + (1|study),0.658721831750372,0.5018880560159699,0.5713901164456198,0.6011834120401016,0.580304943883171,0.5797580482138117,0.24028510482678345,0.05042611823442658,0.019280897194220038,0.008742534302564976,0.03799205571787119,0.01821161908656567,0.017365777346312044,0.006350443301276029
diagnosis ~ mean + sd + range + se + (1|study),0.5928928210258364,0.5889622652994951,0.5977689623487015,0.5931031210449552,0.5909275431626657,0.5901407104160599,0.24228497669160837,0.0651559766593541,0.05845609580089389,0.045350022454132034,0.0483054190892469,0.04171068592697272,0.041846055956808105,0.0093253909584515
diagnosis ~ mean + sd + range + Gender + (1|study),0.6205843461568261,0.516345119303683,0.5683371963350113,0.5730921792414829,0.5684647327302546,0.567594862396297,0.24535229136031553,0.03504739637642644,0.045154561520401405,0.017396999874542775,0.014801939227326578,0.01293757014722894,0.012958851836417734,0.001897191738750607
diagnosis ~ mean + sd + iqr + median + (1|study),0.6634236524517606,0.45428576598951603,0.5405666682636558,0.616826941582606,0.5588547092206383,0.5587723619037267,0.24976470555799066,0.1151793935323716,0.056982409492666614,0.02298568899279438,0.0598297089097835,0.032582491394666145,0.032812444843650083,0.00342680780643723
diagnosis ~ mean + sd + iqr + mean_abs + (1|study),0.7137075039869962,0.4423407467001528,0.5672261893629045,0.6144150381492627,0.5780241253435745,0.5783204801496032,0.24479776444785858,0.054912922058263036,0.05425302489244563,0.012759090671169687,0.04029829019983027,0.017924198731013804,0.016600882162141728,0.004042978708427528
diagnosis ~ mean + sd + iqr + coef_var + (1|study),0.7307991375094025,0.40540545677664513,0.5535016731379423,0.6064282452009178,0.5681022971430238,0.5690277491520014,0.24113373886649436,0.04567104319903442,0.01448639020530896,0.01482339030649734,0.038875357401436085,0.022021627059535535,0.021457087001674504,0.003539114168352816
diagnosis ~ mean + sd + iqr + se + (1|study),0.5928984857485061,0.5748965465492699,0.5871983034522955,0.5887953186588115,0.6102323629791656,0.5833744438921658,0.2418796470108438,0.07257430823557726,0.05976143140774608,0.04876169888904523,0.05370128060939181,0.03124412120999303,0.04766707362963667,0.008443845123312093
diagnosis ~ mean + sd + iqr + Gender + (1|study),0.6507352789848171,0.48333004120911316,0.5639748152273537,0.5735950995945708,0.5670326600969652,0.567110845937177,0.24702322244575223,0.024932219121282666,0.04659613133190959,0.026610982676293003,0.020372427609787663,0.023421303905607354,0.0237449488088073,0.0028811758547127616
diagnosis ~ mean + sd + median + mean_abs + (1|study),0.7180605280913749,0.443846879037252,0.5692286730913056,0.6199279470699299,0.5809537035643134,0.5812653985179406,0.2439845079182248,0.055090629853344564,0.05291044049463725,0.01142517627267909,0.03691377843978997,0.015631128330449034,0.014446464631718392,0.00360999197032043
diagnosis ~ mean + sd + median + coef_var + (1|study),0.74693930443864065,0.3917546699092641,0.5536884506319282,0.6122642526762376,0.5693469871739523,0.5705317865599526,0.2408160335067156,0.04332099484636844,0.017384699679313966,0.012782875312338828,0.034725886656378345,0.019340005482802496,0.01881557533054074,0.0033399280504655413
diagnosis ~ mean + sd + median + se + (1|study),0.6109881041832792,0.5284904032715516,0.569372903555003,0.5810703490597608,0.5932693416635036,0.5690302823150037,0.24209455418271997,0.07040440758034501,0.05991500722662755,0.0381183952798266,0.04662843296459554,0.022023824485969266,0.03802525115067919,0.008267197311167138
diagnosis ~ mean + sd + median + Gender + (1|study),0.6657106316402858,0.4750817337129505,0.5648681501865236,0.5810762664838752,0.5703961826766181,0.5708994404502838,0.2466635104631378,0.025662240536818072,0.04130344156570851,0.021343681451090793,0.019155817189019163,0.019778707292805064,0.020190269599416628,0.0026014035360984776
diagnosis ~ mean + sd + mean_abs + coef_var + (1|study),0.7548023430463234,0.4120642480196113,0.5662796087180645,0.6310202971523365,0.5834332955329673,0.5843009007392298,0.2396333535701964,0.04319040608322427,0.03498370244202734,0.005086360771710972,0.030954337908881985,0.011767954483325627,0.010210861092492543,0.004474414842467567
diagnosis ~ mean + sd + mean_abs + se + (1|study),0.6511981922523139,0.5138008621804165,0.5789787819113332,0.5998428658460413,0.5869365638276647,0.5819262922108651,0.23913146776885555,0.06481130888045586,0.06248334725896373,0.029826938737811705,0.045325936849443506,0.029934504552861202,0.032540188980067844,0.00886780527466582
diagnosis ~ mean + sd + mean_abs + Gender + (1|study),0.6985123974195903,0.47661852628618323,0.5779676446719932,0.6113426902143833,0.5875654618528868,0.5880202871443064,0.2433061247877437,0.0367404358682053,0.046319641084027266,0.013685781349679097,0.009079327297662337,0.007594871062513568,0.00865084346620378,0.002536944721964342
diagnosis ~ mean + sd + coef_var + se + (1|study),0.6810390231294208,0.5074423002432197,0.5823622508631996,0.6222037208006956,0.5942406616863203,0.5939968129473259,0.2328864350923265,0.05748304908986477,0.029992804066638203,0.015707764754155473,0.04786213980877974,0.025894979567540607,0.024967330113609864,0.008777513160634574
diagnosis ~ mean + sd + coef_var + Gender + (1|study),0.6872255913506393,0.42288449961078395,0.545429373588867,0.5800399698566198,0.5550550454807116,0.556204324268295,0.2418068498217853,0.054466113870980645,0.031656410499653925,0.014834807166421946,0.025757071664405853,0.01698357534397744,0.01825204161044964,0.002118778547768541
diagnosis ~ mean + sd + se + Gender + (1|study),0.6448244460577162,0.5331886496501528,0.5859625957993493,0.6001035410696731,0.5890065478539345,0.5879012498191776,0.2391110574767267,0.05118189557504419,0.05152910150420497,0.018625498201375483,0.025979119434531194,0.01949921499442045,0.019868385461126715,0.003730739012830846
diagnosis ~ mean + range + iqr + median + (1|study),0.6395437340802629,0.5399571328157202,0.5886512820997633,0.6047051125908184,0.5897504334479916,0.5888074985814481,0.24757780286684916,0.05965399008974198,0.05605202871419622,0.020760334736592,0.03333932861132249,0.019435653140423826,0.019454336163381644,0.0055644405355529235
diagnosis ~ mean + range + iqr + mean_abs + (1|study),0.6650257298462989,0.4958327090720425,0.5731340125947588,0.6080371133145428,0.5804292194591707,0.5796850723652516,0.24357644264535483,0.06607481904522206,0.052752912041702786,0.018920136615812898,0.04256546911887645,0.022623437235639483,0.02232798154336068,0.005652976135366275
diagnosis ~ mean + range + iqr + coef_var + (1|study),0.7179545175734527,0.4623685810928047,0.5753241301102502,0.623546467795505,0.5901615493331287,0.5904288189148837,0.24353706652325843,0.042386615413272946,0.02980308707107307,0.012262662211207684,0.03044941208820701,0.01746602644981105,0.01721443976907401,0.003841303445207361
diagnosis ~ mean + range + iqr + se + (1|study),0.580903518725969,0.603928435927933,0.6002900773766916,0.5919729655566457,0.5924159773269511,0.591702121250526,0.24379861645796744,0.06227473174292598,0.049934246939472626,0.04103762418955491,0.047752887065978675,0.04005931452354463,0.040220684045374294,0.009769210917585343
diagnosis ~ mean + range + iqr + Gender + (1|study),0.6248347242758033,0.5197848052275785,0.5727061795217581,0.5756553494506269,0.5723097647516909,0.5714886559103057,0.24451518700942868,0.029610390047885488,0.04802852601182196,0.018903243545479034,0.009522996719740403,0.012556714039899419,0.01273164075987163,0.0018526718853460308
diagnosis ~ mean + range + median + mean_abs + (1|study),0.6973478050939931,0.4819279068690772,0.5787124999658361,0.6237952525446913,0.5896378559815352,0.58951724391555,0.24394531538675937,0.06155357629855981,0.05194342993590895,0.016551728296348184,0.037677791853322706,0.020275977807051784,0.01995001001343105,0.005108129464860047
diagnosis ~ mean + range + median + coef_var + (1|study),0.7390942234558057,0.43196637710053054,0.5684357429021072,0.6326200570447111,0.5855303002781681,0.5858059079645632,0.24499623338150736,0.05076004705311104,0.030429403706550468,0.004648162968156468,0.03504700452613788,0.013195679793295506,0.0124496524864035,0.004445310735262403
diagnosis ~ mean + range + median + se + (1|study),0.5840411899488954,0.6009985820261944,0.601913414420279,0.592527970114177,0.5925198859875449,0.5916930912808801,0.24492165013258474,0.05800402200546913,0.051528732180288875,0.03854475094559785,0.045098936818005274,0.035710633451025,0.035697166347398085,0.009126621916217718
diagnosis ~ mean + range + median + Gender + (1|study),0.6412285577888474,0.5058303437118481,0.5721094039746566,0.5787888990919293,0.5735294507503478,0.5729155666513008,0.24488633008110353,0.02516241854766212,0.047613768692735245,0.018090756103570107,0.01025602079849622,0.013102638081639324,0.013435471297583167,0.001353510054649029
diagnosis ~ mean + range + mean_abs + coef_var + (1|study),0.7108111963571445,0.460737584074434,0.5710108747929358,0.6253961519937483,0.5857743902157893,0.5858924602866571,0.24427422572558263,0.06295169240538062,0.04208291266569939,0.01951576966637135,0.044851652941130055,0.027154336517845178,0.026709666754050357,0.0045052655601458
diagnosis ~ mean + range + mean_abs + se + (1|study),0.6381697588755056,0.5516822671944335,0.5919581257994322,0.6131333038497659,0.5949260130349696,0.5939935708478171,0.24051608846283407,0.0666307563092958,0.05079771866887416,0.030337659531058377,0.05246987570508814,0.03343437793952287,0.03302556134957966,0.009923344283967035
diagnosis ~ mean + range + mean_abs + Gender + (1|study),0.6888228211953241,0.484456477745116,0.5786494320815946,0.6046425813251561,0.5866396494702201,0.5864907134748638,0.2417234287865237,0.029760744869535782,0.046445462147526886,0.014741712970604288,0.007541110421079971,0.009458371325816886,0.010081737866989465,0.001722637138710512
diagnosis ~ mean + range + coef_var + se + (1|study),0.6886155922222904,0.5062706353037795,0.585134660369672,0.6277777729298832,0.5974431137630349,0.5970386820197292,0.23334046046986978,0.055684901114507225,0.0322802710770227,0.014025375004761139,0.04547277388577202,0.022827005042092455,0.021987149439593033,0.009238535126038663
diagnosis ~ mean + range + coef_var + Gender + (1|study),0.6527225978751086,0.5043368332547778,0.575388939868578,0.585945903611105,0.5785297155649431,0.5782333439974453,0.2435294754268618,0.02088771342689404,0.04448585870736678,0.017797887732724567,0.006086758229084994,0.012165297673814059,0.012591378880429332,0.0020583367436906937
diagnosis ~ mean + range + se + Gender + (1|study),0.6269650938074038,0.5512628008763427,0.5884822397138939,0.5969104722718496,0.5891139473418734,0.5880089237940389,0.24100493115911448,0.04653572071035727,0.04474595234968608,0.015434171384606081,0.025027241743428963,0.015241077386861401,0.015143116111599745,0.004819045993646658
diagnosis ~ mean + iqr + median + mean_abs + (1|study),0.70625758154779394,0.44099914603540036,0.5647931077560786,0.605964031624617,0.5736283637915971,0.5737406523666706,0.2437588031160432,0.05691317693751838,0.06092562252250784,0.01722638331132971,0.03657367829064942,0.020505699011966486,0.019716156888230734,0.003604257057338629
diagnosis ~ mean + iqr + median + coef_var + (1|study),0.7758253041900587,0.41940416112906526,0.5761825987010356,0.6516596119929453,0.597614732659562,0.5987219300421067,0.24255355723036107,0.026166172753128925,0.022887898233694744,0.005632887456868187,0.020230666947962148,0.006347731526572401,0.005659911790424499,0.0033815551802045133
diagnosis ~ mean + iqr + median + se + (1|study),0.5472879043088614,0.49759265797496177,0.51842950060692,0.5361506368028107,0.571822429541245,0.5223578586183927,0.24887932161879345,0.09399578430528285,0.06178194729075716,0.03516482279953369,0.049891621862933125,0.021344794378968086,0.04035516485899537,0.006907574635301791
diagnosis ~ mean + iqr + median + Gender + (1|study),0.6595629093934924,0.4613930812054823,0.5556129858906054,0.5711711099378521,0.5604779952994873,0.5609703792944144,0.2472227853712735,0.02892887680094289,0.03743837329125628,0.017819832389803364,0.012793254412293148,0.014827665062554297,0.015461822737059467,0.002758451845396576
diagnosis ~ mean + iqr + mean_abs + coef_var + (1|study),0.7444617827442156,0.44863012433628496,0.5794806147126288,0.6375891151973283,0.5965459535402503,0.5971614230774408,0.24030734150481645,0.03280257488188941,0.034749668976424224,0.008818979695647449,0.023869294701207865,0.01048274087861235,0.009464678557680501,0.004152330680758349
diagnosis ~ mean + iqr + mean_abs + se + (1|study),0.6512559643527023,0.47294812249948676,0.5571834234314288,0.5827224627224628,0.5740682483804023,0.5615816270657256,0.24307123146163928,0.06971004430607979,0.0609674265540208,0.02348212112501701,0.04403945001426308,0.02036873023127836,0.028157825692769402,0.007602783542856941
diagnosis ~ mean + iqr + mean_abs + Gender + (1|study),0.6998844406663933,0.46923630420420415,0.5751060966989252,0.6086601715058118,0.5845603724352987,0.5849752981693843,0.2430468944184911,0.039124511272469145,0.04875179539584781,0.016326802143670268,0.012840113537004877,0.011414715779583758,0.012739667511974327,0.0025768175793099523
diagnosis ~ mean + iqr + coef_var + se + (1|study),0.6796603466588326,0.5043541469294502,0.5805972720524232,0.6201803482941677,0.5920072467941414,0.5917608019908721,0.2318947529464323,0.05787607148398493,0.03235998663941659,0.017198280394077857,0.04972745107697025,0.026955545344853837,0.02600271270588367,0.009118867688327596
diagnosis ~ mean + iqr + coef_var + Gender + (1|study),0.6789267625509674,0.47176759574139093,0.5689567000092778,0.5870555459128687,0.5753471791461792,0.5760537414992112,0.24313348663213957,0.015346252290526828,0.04346876797728405,0.023613287601984945,0.025698950167823875,0.023760949592584957,0.02430315153770652,0.0029844511209876933
diagnosis ~ mean + iqr + se + Gender + (1|study),0.6098355929002411,0.4962278260940143,0.5490437656296435,0.5643979864463373,0.5663428193310263,0.5523656144419619,0.2459526399573778,0.05935859639209273,0.03410607446074556,0.019855798356640402,0.03425410556007334,0.014028549412377333,0.02470271690956885,0.0030376654631494647
diagnosis ~ mean + median + mean_abs + coef_var + (1|study),0.7703076928043595,0.44253608354491963,0.584819038573525,0.6615298812980991,0.6064218881746396,0.60707937012611,0.2425890609217169,0.03826357516509857,0.036376660665567655,0.011223870435195639,0.03389847360843217,0.016098596938680924,0.015045914003071953,0.0038978124806204116
diagnosis ~ mean + median + mean_abs + se + (1|study),0.6481906734553214,0.48477730870874114,0.5621552874843607,0.5849540149852518,0.5787950434413622,0.5659846484115225,0.24259696127577213,0.0671174746292212,0.06055929864168109,0.02908477693618965,0.04664490253572187,0.026250506797386785,0.033271039082779674,0.007151700095432056
diagnosis ~ mean + median + mean_abs + Gender + (1|study),0.7105573078251661,0.4629985445912221,0.5761547618680942,0.6125352733686067,0.5867779262081941,0.587322686833282,0.24289328346589467,0.03157345038505915,0.046669245893295,0.015608988692278563,0.006958503168093856,0.009836522376557195,0.010751497934037827,0.002763056193377824
diagnosis ~ mean + median + coef_var + se + (1|study),0.6824764402015128,0.49983130658571434,0.5798252368151561,0.6188933034835169,0.5911538733936136,0.5909775580766411,0.2322140723297205,0.055581698570332044,0.03366503209987187,0.016461806208437475,0.046533610625328306,0.025355471009791113,0.024427646524404642,0.009220710399764577
diagnosis ~ mean + median + coef_var + Gender + (1|study),0.7249866276226203,0.46713807400877455,0.5829321237285653,0.623436058957744,0.5960623508156975,0.5970858578164702,0.24409883568550686,0.020045036004656284,0.04437461898086531,0.019917578794307625,0.014979295268277279,0.017838449739481847,0.01856879165547512,0.0021926153080868635
diagnosis ~ mean + median + se + Gender + (1|study),0.5501976196260294,0.5169886902488772,0.5359436636011337,0.5350814959061533,0.5335931549374533,0.5320420098510946,0.25015070126700933,0.05925053021929234,0.049516432955171864,0.012989357725964285,0.017615870895129827,0.012425748130375272,0.012710308493580572,0.00340441193020478
diagnosis ~ mean + mean_abs + coef_var + se + (1|study),0.6945939579250832,0.49840744008478854,0.5840807364678332,0.6301052544250226,0.5965006990049359,0.5962527749869666,0.23217759028986035,0.05906243306667827,0.040527425893442104,0.017208804590002787,0.05014137185602122,0.025823459026650047,0.024847232355391848,0.009763475412067485
diagnosis ~ mean + mean_abs + coef_var + Gender + (1|study),0.7163266487924406,0.4657974464876596,0.5789787105790215,0.6173074271065735,0.59106204764005,0.5917227201717243,0.2423782120194257,0.02578049636178031,0.04244898649446395,0.01660846849955936,0.013309810512266176,0.013736016228343419,0.014594317644827784,0.0021403005368798513
diagnosis ~ mean + mean_abs + se + Gender + (1|study),0.6680560588622695,0.4764730061135782,0.5658790075888555,0.5890346054991084,0.5722645324879239,0.5721562975925758,0.2423741533164058,0.04329741659175707,0.04223150574660439,0.009455914998601645,0.021598306938431285,0.011393205499377548,0.01076061992351927,0.004194515979017812
diagnosis ~ mean + coef_var + se + Gender + (1|study),0.6637820483072214,0.5295500366026239,0.5912624184700286,0.6104813664596274,0.5966660424549226,0.5962005348038558,0.23280667465826455,0.04415491906311766,0.04675986652608878,0.018173713160098526,0.027161154946487145,0.01977279365989833,0.01976393935939515,0.005395490709369708
diagnosis ~ sd + range + iqr + median + (1|study),0.6083425677224404,0.5379332259479682,0.5743384537256618,0.582308792814229,0.591058466982914,0.5727984689609364,0.2523820551457677,0.0671211853072724,0.0574540403777519,0.04085120695806922,0.060584024343118,0.03632812324924189,0.04490642635043702,0.006995016282087364
