model,SEN,SPE,PPV,NPV,AUC,ACC,SEN_SE,SPE_SE,PPV_SE,NPV_SE,AUC_SE,ACC_SE
diagnosis ~ range + median + Gender + (1|ID) + (1|study),0.21284480152990892,0.15889053674544823,0.19526556290984914,0.1472409354001474,0.8141323308623214,0.18535221284589845,0.052297169983670344,0.0729171684403582,0.03024118525662623,0.05356701937711422,0.03423140887121826,0.03341866234950045
diagnosis ~ range + mean_abs + coef_var + (1|ID) + (1|study),0.2429853633251226,0.10814238805804507,0.2145209381092705,0.12368486352357322,0.8244361243084162,0.175665081364381,0.04396341771402467,0.041320814886531554,0.03672267766378793,0.043257778446139816,0.04012472920970878,0.0397547470648128
diagnosis ~ range + mean_abs + se + (1|ID) + (1|study),0.21666685498632798,0.16858172224227863,0.20256603597544756,0.1585064070247139,0.8073757113856966,0.19150202949804307,0.051840690163598865,0.06821670007316749,0.03363071112448266,0.04953238308446585,0.036317518128650104,0.035833676282605954
diagnosis ~ range + mean_abs + Gender + (1|ID) + (1|study),0.1952473128129469,0.16380044807674105,0.17883089357374113,0.13916008935219656,0.820476119555156,0.17840003911855393,0.06116241930558902,0.08462915283327349,0.03607134639511881,0.06109882025938917,0.03854375331020605,0.0379159371465647
diagnosis ~ range + coef_var + se + (1|ID) + (1|study),0.22180138382667702,0.16309608257094776,0.2098169947937068,0.17122144309679915,0.8075512668011876,0.19221556196902256,0.03702261856508188,0.03247911051446029,0.03197256170419937,0.03217263858829885,0.03197268854465099,0.03184355404053651
diagnosis ~ range + coef_var + Gender + (1|ID) + (1|study),0.18463981947946292,0.17720067737422823,0.17664476622800127,0.15801347637246344,0.8190797515731544,0.17996671994067512,0.05265815378519372,0.07832156175791774,0.03448910029241562,0.05491308943562304,0.039726830740462384,0.03911655940996263
diagnosis ~ range + se + Gender + (1|ID) + (1|study),0.1849885303237699,0.15020668328547537,0.16753023759528787,0.12478246363702959,0.8324023931953773,0.16634647175975187,0.06210648524588958,0.08377471246069582,0.03881604124935862,0.06283210387546166,0.03941946586008852,0.038881889489372566
diagnosis ~ iqr + median + mean_abs + (1|ID) + (1|study),0.11380828359003993,0.18638097902556602,0.1218714402545622,0.16853584596562057,0.849905368692197,0.1504826878093063,0.03613777426800628,0.046146524020630866,0.034636565838636085,0.03766141936586502,0.03219173558554012,0.032131905883741506
diagnosis ~ iqr + median + coef_var + (1|ID) + (1|study),0.15826151628534624,0.1662185899256361,0.1538021618510085,0.1569259764208871,0.8377599468945088,0.163413781818787,0.05440787682298933,0.054528092498677315,0.04533305099631432,0.0482786540392727,0.037747721604052556,0.03754495040309989
diagnosis ~ iqr + median + se + (1|ID) + (1|study),0.12136651673731344,0.17240127374977754,0.1275057608896545,0.1583437528153526,0.8531161047564546,0.1473212538311181,0.03241698011917803,0.0463078296866817,0.029577805664909543,0.03695075219092935,0.029686674814823448,0.02965542406873846
diagnosis ~ iqr + median + Gender + (1|ID) + (1|study),0.21869495180899867,0.16792359555289094,0.2017842058035335,0.15566781202582353,0.8066907263190553,0.1928345256074267,0.05021154416107378,0.07227265870990736,0.027808847064122642,0.05356487938547815,0.03171366247510087,0.030837617210729498
diagnosis ~ iqr + mean_abs + coef_var + (1|ID) + (1|study),0.26101684142731235,0.12367887055044566,0.23202389311023158,0.1363489557037944,0.807652144011121,0.19239301818380436,0.03981972626194172,0.053283471968309785,0.034401291719840105,0.05071713193720452,0.04149381341094633,0.04097306249930982
diagnosis ~ iqr + mean_abs + se + (1|ID) + (1|study),0.2268368582065942,0.1471690050687118,0.20824155678531572,0.14453830122286665,0.8129970683623471,0.18621531249319917,0.044886605419200275,0.061089893003840934,0.02839687347572679,0.04557077303901051,0.03332783656902605,0.03277728525380879
diagnosis ~ iqr + mean_abs + Gender + (1|ID) + (1|study),0.1952034074290492,0.16695005437595364,0.17961348675656535,0.14220301000883132,0.8189232690974986,0.17992370272086922,0.05929234699184213,0.08315082722125756,0.03436670070270184,0.05941204788463976,0.03631456647338731,0.03571527861362922
diagnosis ~ iqr + coef_var + se + (1|ID) + (1|study),0.23420223856926559,0.15249738472823743,0.21446166023588842,0.16498319402243247,0.8066501883512485,0.19301329398512665,0.045391566136575745,0.028461543944131373,0.03627080952500048,0.02999122566754044,0.03298735313353141,0.032892554926948835
diagnosis ~ iqr + coef_var + Gender + (1|ID) + (1|study),0.202418967731157,0.1788189075762835,0.18996976396366513,0.15639873748439187,0.8093810623462798,0.18982677083126034,0.051061975376768334,0.0822556784949127,0.027821059162749677,0.057218435542349684,0.032968387135694846,0.032063261287495065
diagnosis ~ iqr + se + Gender + (1|ID) + (1|study),0.20449312888812843,0.1532740237485145,0.18266066714185183,0.13048533171860177,0.8211164236816786,0.17763966834728262,0.06536441011286347,0.08240975291494927,0.03891489599085072,0.06128327160450716,0.038423187675295116,0.03787122703459374
diagnosis ~ median + mean_abs + coef_var + (1|ID) + (1|study),0.11963599692662312,0.17408081200098954,0.12547784770473847,0.15805186068137259,0.8531415955361936,0.1474835110678857,0.036014591686055204,0.051596043307627355,0.034441692470653804,0.04231238726143694,0.032844838236258084,0.03268046891671202
diagnosis ~ median + mean_abs + se + (1|ID) + (1|study),0.11545196113405023,0.19096527235474506,0.12513216513877257,0.17199826530235554,0.8467913832556023,0.1534957736716227,0.031340807653851124,0.04598019534934674,0.03015037456320828,0.0363026959999596,0.030334659945109373,0.030326813452822777
diagnosis ~ median + mean_abs + Gender + (1|ID) + (1|study),0.23643936012745476,0.1621168474684724,0.22112296702179315,0.15584625136271751,0.8007218962020364,0.1991315983610707,0.03733789114696523,0.07210105752750354,0.02170813528087294,0.05309287098672818,0.03457038461248007,0.03377650847491265
diagnosis ~ median + coef_var + se + (1|ID) + (1|study),0.1800879096356176,0.2003616574449919,0.1852603112938016,0.1926271912187613,0.8097752164596952,0.19058591769299532,0.03625412431289065,0.0412248610419323,0.0333641801874275,0.03731114157425103,0.0338236118214426,0.033805361335851526
diagnosis ~ median + coef_var + Gender + (1|ID) + (1|study),0.2186725148664921,0.1542872319165273,0.19976445827287678,0.14481472016355737,0.8135201266084904,0.18611830069063798,0.049041733455232564,0.0712923755146681,0.02793562565064716,0.05300799773421644,0.03262924366725306,0.03176808791737888
diagnosis ~ median + se + Gender + (1|ID) + (1|study),0.20831615588993954,0.19056304103162833,0.19884662699084757,0.17449871739046396,0.800560401539216,0.1988728423551371,0.04702071414796591,0.07341014612405253,0.02691289063188273,0.05281896722479855,0.03228785708218202,0.031371030943340254
diagnosis ~ mean_abs + coef_var + se + (1|ID) + (1|study),0.2310190982366823,0.16191721222755395,0.21593396963076616,0.1692549000842529,0.8035318447678819,0.196054904116289,0.038561816519005386,0.03815688554508793,0.030424262485705948,0.033156825292773064,0.030889531166548998,0.030632011566728564
diagnosis ~ mean_abs + coef_var + Gender + (1|ID) + (1|study),0.18479807357057307,0.16527037118845517,0.1721769382546935,0.14170500825536597,0.8249657776204858,0.17390273503630937,0.05681823715064901,0.08288847492616366,0.03518590095225283,0.0590724586805034,0.03871419016991845,0.038099555905708404
diagnosis ~ mean_abs + se + Gender + (1|ID) + (1|study),0.19833914164974478,0.18077799479571066,0.18381372900673568,0.15372136430023184,0.8104414317772722,0.18822363263410663,0.06096237025960945,0.08422198226901442,0.03540887646985705,0.05907057278087614,0.0360722884262563,0.03555581874395146
diagnosis ~ coef_var + se + Gender + (1|ID) + (1|study),0.21310980260333098,0.22634958251309747,0.20766656677195447,0.20349325331427773,0.7802703074417858,0.21850827519957,0.05400791221404029,0.07548748040144149,0.030047504903411404,0.04500039543756762,0.03130118052872913,0.03075315656247002
diagnosis ~ mean + sd + range + iqr + (1|ID) + (1|study),0.12295495440780999,0.17542782914181734,0.12965396195400317,0.16059774019981152,0.8508086082251863,0.14974856902475436,0.0418795978875054,0.0560920547271769,0.040119352471579287,0.04873839753121624,0.04126017899943174,0.04112584973091413
diagnosis ~ mean + sd + range + median + (1|ID) + (1|study),0.127422327219401,0.1661607396421697,0.13159744889691413,0.15397005820116677,0.8532084665692146,0.14745550468152185,0.04245253275369109,0.054097997377011105,0.03837808037277822,0.046603064104987345,0.03889185522412221,0.03878706623416443
diagnosis ~ mean + sd + range + mean_abs + (1|ID) + (1|study),0.12888218123399955,0.18025891997951676,0.1345094332299648,0.16660532401670386,0.8454294493932418,0.15505159932778467,0.04379019964803804,0.04979148633480837,0.04046197916520474,0.04262557580689769,0.038279842266025155,0.03824231223181779
diagnosis ~ mean + sd + range + coef_var + (1|ID) + (1|study),0.1546592167408646,0.1710903333211587,0.1583959601214183,0.16296529791426528,0.8371252249689883,0.1634201486699013,0.038922822962804915,0.05168294067538042,0.036621737068280195,0.04741848212070947,0.03932419973591118,0.03915225674780539
diagnosis ~ mean + sd + range + se + (1|ID) + (1|study),0.13349260468689972,0.19705931314611044,0.14224829945152,0.1804355901455398,0.8347240410834948,0.16556726907455255,0.036941080028169815,0.045514712789483394,0.03457880847425526,0.03769328724183133,0.03330605767505727,0.03329198180623677
diagnosis ~ mean + sd + range + Gender + (1|ID) + (1|study),0.219018093215004,0.16939614822294446,0.20768552373401675,0.16254641179243534,0.8057928792810258,0.19370036401901478,0.04596468389574081,0.07066705840580602,0.031337870175466895,0.05280904808841682,0.0397820186445642,0.039069459159324506
diagnosis ~ mean + sd + iqr + median + (1|ID) + (1|study),0.12709352109072594,0.17539259306006963,0.132790740476869,0.15853168108487256,0.8487569429246022,0.15202649548846772,0.035965691851253936,0.05526793287786164,0.03413825607003434,0.04711677772315234,0.033580100301930316,0.03327438212449076
diagnosis ~ mean + sd + iqr + mean_abs + (1|ID) + (1|study),0.12867338853520663,0.18631952604012283,0.13604017200063803,0.1701195138792183,0.8425035427123353,0.15801074685675398,0.03684188966573088,0.0485793186979335,0.03493519778533649,0.040481753640916905,0.033189917858983446,0.03303365648912185
diagnosis ~ mean + sd + iqr + coef_var + (1|ID) + (1|study),0.15846680825614917,0.16461035204527047,0.15639139420374448,0.15559902351596058,0.8384614198492901,0.1626191037576195,0.04699837077602713,0.05375448518753392,0.03883071216428306,0.04697321271597067,0.03530923534962177,0.03508923624515699
diagnosis ~ mean + sd + iqr + se + (1|ID) + (1|study),0.128981326491411,0.20008961617641347,0.13936804365565267,0.18161840800264,0.8354645286660878,0.16476973005210752,0.032536095983065325,0.045234950789971716,0.031370033737087966,0.03698011942198899,0.03156209653150432,0.031518056558236016
diagnosis ~ mean + sd + iqr + Gender + (1|ID) + (1|study),0.22335374987490195,0.154267247273148,0.20778949858125753,0.1490677372665871,0.811189501425975,0.18848753158161813,0.04530248499946105,0.07158524625169026,0.029059639009805367,0.05291421130490181,0.038585359286769164,0.0377725141751428
diagnosis ~ mean + sd + median + mean_abs + (1|ID) + (1|study),0.11825321945912441,0.18013059753255498,0.12542715692389597,0.1639647435540633,0.8508080915041603,0.14968241972074767,0.03555231397530268,0.04761570716755991,0.03345764540187342,0.039032505386232395,0.032140820553306776,0.032046566478210504
diagnosis ~ mean + sd + median + coef_var + (1|ID) + (1|study),0.15991182705314166,0.1617219664855957,0.15641525399795422,0.15435810270555175,0.8391831032306313,0.16189544930262179,0.050556353849816583,0.052613641853605266,0.04147618105498722,0.04566484956045343,0.03674004122618901,0.03660214350026415
diagnosis ~ mean + sd + median + se + (1|ID) + (1|study),0.13483147677050075,0.2033449307208692,0.14574126074882787,0.1848058968245771,0.830911796254315,0.16935514786243133,0.031099421153120352,0.04504209293894537,0.03084818416313607,0.03654098990863789,0.030833943807803174,0.0307479421963811
diagnosis ~ mean + sd + median + Gender + (1|ID) + (1|study),0.22487897771478932,0.16021478232516065,0.2109943068494857,0.15638007265419787,0.807453119980025,0.1922845062867248,0.04478940669906544,0.07114023476710735,0.030239523883359834,0.0539353462706043,0.04070151825995607,0.03991304129263305
diagnosis ~ mean + sd + mean_abs + coef_var + (1|ID) + (1|study),0.16169445424155063,0.16497547967906304,0.16055001279908732,0.1574764812334463,0.8366650330396931,0.16423400099053267,0.045297391612443665,0.05324509666275392,0.03900201012542562,0.04709230355584473,0.037465362918036316,0.03731819475483714
diagnosis ~ mean + sd + mean_abs + se + (1|ID) + (1|study),0.14828823480986708,0.20623511763153238,0.15754320321080234,0.19007177427295865,0.8227383237793003,0.1776722338451603,0.03702270834381778,0.04457370832633403,0.034539303586810705,0.03761010180532996,0.032882648933111346,0.0327968650611234
diagnosis ~ mean + sd + mean_abs + Gender + (1|ID) + (1|study),0.23061477928666665,0.16837722128317312,0.21711764891625948,0.16169402458002025,0.8005039997150801,0.19905752079996433,0.03949042439514051,0.07039036709300686,0.02311982581537371,0.048568008159779075,0.03380457943922593,0.033097042764016635
diagnosis ~ mean + sd + coef_var + se + (1|ID) + (1|study),0.181738220403413,0.1958840455046934,0.18570076938536775,0.19047991896905175,0.8111888670459467,0.18908506128605776,0.0368360425220863,0.03807474543808306,0.03424088455525626,0.036262719640617704,0.034265978924066354,0.03427668995946747
diagnosis ~ mean + sd + coef_var + Gender + (1|ID) + (1|study),0.2171141158634026,0.17402469681192348,0.20347999292902055,0.1623080449443379,0.8044305936623369,0.19517847432906968,0.04608824782450521,0.0750923870943551,0.026125299881372067,0.05255963643276297,0.03384520129423729,0.03291688997942627
diagnosis ~ mean + sd + se + Gender + (1|ID) + (1|study),0.23569489551487133,0.22024374804905406,0.22921256710994825,0.20640716047422414,0.7720306782180373,0.22688800459646888,0.0515778807198297,0.0729218052196391,0.03221902202737706,0.04621943831233931,0.036827970084908526,0.03636166361576645
diagnosis ~ mean + range + iqr + median + (1|ID) + (1|study),0.12588539665770265,0.17539259306006963,0.13141846682525132,0.16097130759373288,0.8493610051411139,0.15124961842535095,0.043178513548129356,0.05526793287786164,0.04039317648689568,0.04794083541372693,0.040252431014912375,0.040109905796429104
diagnosis ~ mean + range + iqr + mean_abs + (1|ID) + (1|study),0.13181262348389222,0.18024809945047615,0.136711098552959,0.16716081735133195,0.8439696385328158,0.1565325705991171,0.04326367536379551,0.04735113319851507,0.039019513648894485,0.03991256684455773,0.03581254056607302,0.03578879431561495
diagnosis ~ mean + range + iqr + coef_var + (1|ID) + (1|study),0.13322857211459305,0.1723270539480189,0.13637966132406942,0.15899313020485828,0.847222186968694,0.15354794790715154,0.04496316362270902,0.055057277086406904,0.04062779630908767,0.04779658471940606,0.03862579077851464,0.03844326235127866
diagnosis ~ mean + range + iqr + se + (1|ID) + (1|study),0.1230724356108175,0.18637917767457762,0.1317047510540737,0.17045920263311568,0.8452741933573025,0.15499181687489227,0.036259185219506586,0.047653315108300266,0.03518222475535755,0.03997593025440436,0.03539868058878303,0.03538847239570314
diagnosis ~ mean + range + iqr + Gender + (1|ID) + (1|study),0.21900735899430843,0.16194608353580933,0.206264069027873,0.1539101059582987,0.8095232787349411,0.18998623790341929,0.04590364752504666,0.07327073002340707,0.030761508032388443,0.05404530849533697,0.039634939648766784,0.038886459233561474
diagnosis ~ mean + range + median + mean_abs + (1|ID) + (1|study),0.12137001746530345,0.1817162212112019,0.12734112672553166,0.1667648711204516,0.8484568806617473,0.15197853801891678,0.04339741758410674,0.04876676340431635,0.04060550567806817,0.04110308754070604,0.03742003723641041,0.03741372745491633
diagnosis ~ mean + range + median + coef_var + (1|ID) + (1|study),0.12297642284920114,0.17542782914181734,0.12946485475003056,0.16096540713682153,0.8507978740044908,0.1497259548230357,0.04314873377925832,0.0560920547271769,0.04144796773121345,0.04867088231754876,0.04214567845626209,0.04204304043210865
diagnosis ~ mean + range + median + se + (1|ID) + (1|study),0.12149510039321144,0.1785313788302416,0.12894530928893747,0.16395771252431168,0.8499867603882735,0.1504375913010329,0.03899352534610183,0.050381774535929964,0.03720075897870044,0.04295834818918968,0.03770372327231465,0.03766012447980024
diagnosis ~ mean + range + median + Gender + (1|ID) + (1|study),0.22783185690718855,0.17249692341674291,0.21561878473315718,0.1640760202950109,0.7998356098380343,0.199809897366554,0.043604714702785596,0.07410089700074153,0.02785072808149305,0.05503085596846409,0.03836002734393466,0.03753055498952707
diagnosis ~ mean + range + mean_abs + coef_var + (1|ID) + (1|study),0.12001280943610636,0.18332445909156753,0.1273221173435972,0.16794469719873234,0.8483313657361631,0.15197580895280322,0.042432828906174565,0.049962829056487974,0.04110160228137195,0.04243812447630263,0.03930322029541059,0.0393207975383525
diagnosis ~ mean + range + mean_abs + se + (1|ID) + (1|study),0.1275546436400146,0.19561283244346594,0.1383040229345955,0.17801639576311265,0.8384162619582597,0.16181331158925177,0.032796493808608114,0.04765148406157733,0.0331669517247309,0.0400498461942185,0.03474633449779944,0.034686259501016226
diagnosis ~ mean + range + mean_abs + Gender + (1|ID) + (1|study),0.22626935690718852,0.17436555382929536,0.21407747667648083,0.16595121930503828,0.799682544631758,0.19977818724760746,0.04286800163023776,0.06952954124852012,0.02603480940030651,0.04890352183051604,0.03393894193483351,0.0332626772045021
diagnosis ~ mean + range + coef_var + se + (1|ID) + (1|study),0.15934261574395414,0.2064927356690934,0.16855367502621896,0.19366368863144995,0.8170823242934763,0.18300151613490998,0.03548477339847571,0.041821623480679804,0.03470020355460907,0.037090188540223626,0.03488397089130204,0.034936556377037846
diagnosis ~ mean + range + coef_var + Gender + (1|ID) + (1|study),0.22626935690718852,0.1741539924025227,0.21470882834374874,0.16561399895163362,0.7997883253451443,0.19979833132445363,0.04286800163023776,0.0724647365528987,0.027106686417102236,0.05242913001407237,0.03683462212115693,0.036068378643977585
diagnosis ~ mean + range + se + Gender + (1|ID) + (1|study),0.22252810771830822,0.18494080926293605,0.20964781138652633,0.17788760629047887,0.7962655415093779,0.20277203775196487,0.05598211190178192,0.06713087038935799,0.03767291752518889,0.046686890962083,0.03949670586153137,0.03899982198991535
diagnosis ~ mean + iqr + median + mean_abs + (1|ID) + (1|study),0.11538151781073551,0.18944651813761676,0.12465192645579187,0.17120168854242784,0.8475859820258238,0.15273007181420128,0.03397720972116032,0.0462890841957032,0.033276833254240815,0.03796770314970694,0.03247855789384252,0.032421383566360686
diagnosis ~ mean + iqr + median + coef_var + (1|ID) + (1|study),0.1508453652782665,0.17849336825386808,0.15299283028599908,0.1647708727726025,0.8353306332339328,0.165661165823682,0.044639081743174776,0.0563633301236274,0.04054565427193896,0.049757914175910314,0.036939860672321,0.036618585974107776
diagnosis ~ mean + iqr + median + se + (1|ID) + (1|study),0.11839216910352308,0.17697017070430174,0.1254833079814729,0.16135679551399743,0.8523188300960876,0.14812178086091773,0.03270720822850215,0.047925980301006005,0.030689550712395982,0.038954296101727535,0.03118625218571092,0.03111397840908602
diagnosis ~ mean + iqr + median + Gender + (1|ID) + (1|study),0.2173709149430037,0.16779053990091825,0.20459622650575954,0.16138230912645532,0.807419272578039,0.19220204368453175,0.04624653290887514,0.07009419127158999,0.029229486900520067,0.051615018712136605,0.0377760612038802,0.03697522572149947
diagnosis ~ mean + iqr + mean_abs + coef_var + (1|ID) + (1|study),0.1538967894591567,0.1862724962856971,0.15556479465086814,0.1740979129958064,0.829915357127573,0.17095314796709402,0.04881976297931084,0.05033701386397599,0.04291001311899645,0.04399304070364035,0.036573730265448516,0.0363883321152395
diagnosis ~ mean + iqr + mean_abs + se + (1|ID) + (1|study),0.12436330131361034,0.1862742976366855,0.13401647834926134,0.1697159346655527,0.8446812005248521,0.15571800740234454,0.030871217302113337,0.048781535330814495,0.03091271222309926,0.040699828032560746,0.03339594740621935,0.033285127288881985
diagnosis ~ mean + iqr + mean_abs + Gender + (1|ID) + (1|study),0.23512605748215537,0.16378390877594182,0.21912348512040075,0.15962816750205078,0.8005450168709514,0.19901463547532244,0.041143935023124925,0.06736386989547669,0.024285469063412553,0.04696727082726608,0.033353223594137886,0.03268553729515463
diagnosis ~ mean + iqr + coef_var + se + (1|ID) + (1|study),0.16963456939633326,0.20339196047529495,0.1761260784068765,0.1930161152165837,0.8134867350641859,0.186780882835625,0.03885981955168182,0.04198920120889899,0.03527405407347682,0.037181658858687516,0.034631137899351246,0.034662349880600234
diagnosis ~ mean + iqr + coef_var + Gender + (1|ID) + (1|study),0.226148374976191,0.16647155343788458,0.21256768813681085,0.15738150988995475,0.8036900357929622,0.196049897918962,0.04280163145738579,0.07569750703445798,0.0252662041589474,0.054756232331011026,0.03685899329825103,0.03595865344672193
diagnosis ~ mean + iqr + se + Gender + (1|ID) + (1|study),0.21000530254360675,0.20465122904728575,0.2029754100190567,0.18870271774703515,0.7926717342045537,0.20635814797310686,0.05238837194040458,0.07388490120351025,0.03326321834296736,0.048849114081009094,0.0374877123981257,0.036945873196095644
diagnosis ~ mean + median + mean_abs + coef_var + (1|ID) + (1|study),0.12567660395890973,0.17561857771785974,0.13225256857642181,0.1605175154856762,0.8493524091616153,0.15122044437885893,0.03427600688980463,0.050795195886452274,0.03279852544099676,0.04194414554439882,0.032926453447332055,0.03276267534788885
diagnosis ~ mean + median + mean_abs + se + (1|ID) + (1|study),0.1213791879602398,0.19108097292167783,0.1304961389994587,0.1735053716631938,0.8437699195590411,0.15656623296045408,0.03380751051050444,0.04443507813618848,0.03260436224785709,0.03633376984854235,0.031043755895147396,0.030994683223514872
diagnosis ~ mean + median + mean_abs + Gender + (1|ID) + (1|study),0.23507141787756208,0.17279698294000523,0.2216144800406814,0.1670669491151419,0.7960657995912164,0.2036431975515292,0.03914953148343573,0.06892508471595754,0.023169842223731762,0.04946798804348234,0.03371625766476609,0.03298973206182996
diagnosis ~ mean + median + coef_var + se + (1|ID) + (1|study),0.17265692341093178,0.20185419475842475,0.1786695269303965,0.19187726587102066,0.8127444409153217,0.18755834372880587,0.037958511097541565,0.043751447985157364,0.03438880786873788,0.038129042619034714,0.03460828980776535,0.03462934581083944
diagnosis ~ mean + median + coef_var + Gender + (1|ID) + (1|study),0.22317305884128527,0.1604109473772785,0.20922931906362247,0.15169470548286568,0.8082079968907181,0.1915327746486943,0.04259550157664083,0.07671535250509494,0.02557963138521273,0.055519780811390744,0.03821794071010061,0.03733944195554766
diagnosis ~ mean + median + se + Gender + (1|ID) + (1|study),0.20695894786074245,0.18450243497102226,0.19731855785524596,0.17095732033833208,0.8042693085841176,0.1951359749917459,0.047137909901333916,0.07175619927286353,0.02800843102010864,0.05176948651016821,0.034040155844540225,0.03318011760901495
diagnosis ~ mean + mean_abs + coef_var + se + (1|ID) + (1|study),0.1711240938461439,0.20502641525935603,0.1795214669051878,0.19399169407988162,0.81192474544725,0.1882814803013215,0.027129442208102594,0.038715929430250186,0.02667925159564216,0.03339919868546324,0.028777811575230385,0.028752601628311874
diagnosis ~ mean + mean_abs + coef_var + Gender + (1|ID) + (1|study),0.23064795044986877,0.16831937099970673,0.21736396062288707,0.1626324175611724,0.8005163392752123,0.1990746109218739,0.03937518361105109,0.06872539589250667,0.023981330027886473,0.04832041528112519,0.03413006803476827,0.033441087024972144
diagnosis ~ mean + mean_abs + se + Gender + (1|ID) + (1|study),0.2192780247904002,0.1940939995466393,0.2086109767425557,0.18491296895333478,0.7933139878314802,0.20572832916874353,0.05559944033536705,0.06820100145769625,0.03646794589914122,0.0457651641505546,0.03873928729107438,0.03827295593862122
diagnosis ~ mean + coef_var + se + Gender + (1|ID) + (1|study),0.2264487112074949,0.22924420033308843,0.22111552778433627,0.2116707506989022,0.7721535442297084,0.2268622704922316,0.05054410691806217,0.0715156278818838,0.027649762607686486,0.04293238377598959,0.031012178329923614,0.030396778662533968
diagnosis ~ sd + range + iqr + median + (1|ID) + (1|study),0.11528960604602963,0.1615674271349384,0.11988095956244596,0.14729759818821148,0.861571483409516,0.13909566042022808,0.03643282432047282,0.05346677404947332,0.03345875108595005,0.04438355855256766,0.03410430851284031,0.03395067628671951
diagnosis ~ sd + range + iqr + mean_abs + (1|ID) + (1|study),0.21804143046000574,0.14843472951700354,0.19863292634867713,0.1441368742708508,0.8167619200114953,0.18231924184797693,0.0535063788766969,0.06170876075011985,0.03490347126121706,0.04703254200775041,0.03574726651633694,0.035249700976601316
diagnosis ~ sd + range + iqr + coef_var + (1|ID) + (1|study),0.21918298052989924,0.14469925761977678,0.20423142343917694,0.15126512587416038,0.818058880925162,0.18166642285457676,0.0424670513481979,0.04775850164445445,0.036025876653189584,0.044100184485208214,0.03905988738077878,0.03867783993533612
diagnosis ~ sd + range + iqr + se + (1|ID) + (1|study),0.20371489788769906,0.16050695317340483,0.19398242108768424,0.1563636492817772,0.817889074469448,0.1815296359317185,0.04108812205257863,0.05679344639145558,0.029337982944934587,0.04227372785464711,0.03326821088684804,0.03288934993290885
diagnosis ~ sd + range + iqr + Gender + (1|ID) + (1|study),0.1924302507691513,0.14248998138272695,0.17128173455440915,0.12082773331654148,0.8325398839240609,0.16629780341405975,0.06413261649191167,0.07828919993037427,0.039125893671161226,0.060135594761474676,0.03725227073641626,0.03672722312023377
diagnosis ~ sd + range + median + mean_abs + (1|ID) + (1|study),0.1257281110677079,0.18948175421936447,0.1337426290277218,0.17310494448586675,0.8423950673564637,0.15804772211426862,0.03912458025577702,0.04714581096349816,0.037357366198031434,0.03960481109275056,0.03491615859060327,0.03483290813788023
diagnosis ~ sd + range + median + coef_var + (1|ID) + (1|study),0.18045808892131573,0.171557711434504,0.18137293505714558,0.1707698017247979,0.8239920998220902,0.1762569599429344,0.0361284705400502,0.042469415278964355,0.036204447367855656,0.04219593595563764,0.038792280847272764,0.038674667191880556
diagnosis ~ sd + range + median + se + (1|ID) + (1|study),0.1305877318753087,0.19102312263821145,0.1390453457361352,0.1748057148060389,0.8391945727432399,0.161041181782221,0.034201481787763784,0.0466068551780106,0.032274713623154865,0.03742617492610112,0.03239873331866572,0.03243377145657484
diagnosis ~ sd + range + median + Gender + (1|ID) + (1|study),0.21157227177271215,0.16040568826059975,0.19767522695427112,0.14917485558119783,0.814011019983344,0.18543233236929607,0.05091374473621136,0.0736214377865472,0.032338892114527285,0.056489025295848705,0.039070393718567846,0.03838140017455409
diagnosis ~ sd + range + mean_abs + coef_var + (1|ID) + (1|study),0.22526749294608353,0.14009692593449327,0.2065233203845147,0.1499853021977057,0.8173177905597115,0.18237831827381507,0.04515151942970269,0.040101467699983934,0.037091106669904055,0.039422208840947374,0.03731195069377686,0.03705847982130591
diagnosis ~ sd + range + mean_abs + se + (1|ID) + (1|study),0.2254433465183999,0.16987809450359365,0.2106696267174149,0.1651633707429881,0.8023392794890032,0.19672831912143546,0.04771323892677,0.06096059304575158,0.030630584770716337,0.04444115491267317,0.03361459552953626,0.03313320357526717
diagnosis ~ sd + range + mean_abs + Gender + (1|ID) + (1|study),0.1907799400013559,0.1622500604798418,0.175502409718096,0.13821620835152043,0.8234849997594011,0.17538097724152824,0.05963249944612107,0.08339637920451874,0.03603319780784011,0.060592027994062235,0.03856502413156181,0.037961451568771246
diagnosis ~ sd + range + coef_var + se + (1|ID) + (1|study),0.21576077679439043,0.18101652265383145,0.20912370733171204,0.18557660244078095,0.801611350275889,0.1982024813049273,0.036087725434303816,0.03308727646033391,0.032178243698693314,0.03339966901030987,0.032482946786567615,0.03239187992778669
diagnosis ~ sd + range + coef_var + Gender + (1|ID) + (1|study),0.19505998855554516,0.192496739554711,0.18764944816659326,0.1712878520090422,0.806221635944872,0.1927722730296618,0.052813552040101755,0.07986851623513976,0.03256852402566727,0.05413923607058842,0.03804176915287343,0.03740584562437048
diagnosis ~ sd + range + se + Gender + (1|ID) + (1|study),0.20607806583063498,0.17792207082315775,0.18909522958195524,0.15068617950843527,0.8079999316731036,0.1905849304189002,0.0655884576028735,0.08972186079622568,0.03868752862054383,0.06077095668541276,0.04051631998465235,0.03995874532686842
diagnosis ~ sd + iqr + median + mean_abs + (1|ID) + (1|study),0.11377511242683781,0.18323137272635343,0.12187568428792313,0.16547155707783598,0.8514967574234044,0.14895044617224523,0.03459534833963315,0.048436916481362856,0.03351988592870193,0.03972865705985577,0.0325335906081802,0.032419990783948714
